start,end,strand,gene_id,description
1437373,1438602,1,BAA17882,acetyl coenzyme A acetyltransferase (thiolase)
1438704,1439426,1,BAA17883,3-ketoacyl-acyl carrier protein reductase
1439487,1440941,-1,BAA17884,44.5 kD bacteriochlorophyll synthase subunit
1441002,1444046,-1,BAA17885,hybrid sensory kinase
1444115,1445392,1,BAA17886,
1445425,1445835,1,BAA17887,
1445874,1446839,1,BAA17888,
1447097,1447912,1,BAA17889,
1448060,1450681,1,BAA17890,
1450714,1451343,1,BAA17891,
1451319,1452518,-1,BAA17892,
1452872,1453162,1,BAA17893,
1453230,1454654,1,BAA17894,
1454902,1455708,1,BAA17895,
1455753,1457123,-1,BAA17896,thiophen and furan oxidation protein
1457213,1459930,-1,BAA17897,cation-transporting ATPase; E1-E2 ATPase
1460129,1460566,-1,BAA17898,
1460815,1462101,-1,BAA17899,folyl-polyglutamate synthetase
1462136,1463245,-1,BAA17900,
1463455,1463814,1,BAA17901,transposase
1463808,1464302,1,BAA17902,transposase
1464326,1464859,-1,BAA17903,
1464954,1467266,-1,BAA17904,
1468153,1468959,1,BAA17905,
1469013,1469801,-1,BAA17906,
1469847,1470347,-1,BAA17907,(3R)-hydroxymyristol acyl carrier protein dehydrase
1470610,1471335,1,BAA17908,
1471414,1472019,1,BAA17909,DrgA gene product
1472149,1473948,1,BAA17910,aspartyl-tRNA synthetase
1473974,1475452,1,BAA17911,
1475555,1476718,1,BAA17912,IMP dehydrogenase subunit
1476845,1477657,1,BAA17913,lactose transport system permease protein; LacG
1477647,1478891,-1,BAA17914,
1478988,1479782,1,BAA17915,
1479950,1480177,-1,BAA17916,
1480463,1481383,-1,BAA17917,Mn transporter; MntB
1481380,1482162,-1,BAA17918,Mn transporter; MntA
1482261,1483253,-1,BAA17919,Mn transporter; MntC
1483397,1483603,1,BAA17920,transposase
1484212,1484538,-1,BAA17921,
1484559,1486265,-1,BAA17922,
1486688,1487410,1,BAA17923,
1487445,1488395,-1,BAA17924,rubisco operon transcriptional regulator
1488843,1490426,1,BAA17925,eukaryotic Na+/H+ exchanger
1490683,1491363,-1,BAA17926,NarL subfamily
1491634,1492686,-1,BAA17927,sensory transduction histidine kinase
1493025,1494701,1,BAA17928,potassium-transporting ATPase A chain
1494758,1496830,1,BAA17929,potassium-transporting ATPase B chain
1496859,1497116,1,BAA17930,
1497306,1497878,1,BAA17931,potassium-transporting ATPase C chain
1498110,1499222,1,BAA17932,potassium-transporting ATPase D chain
1499299,1504548,-1,BAA17933,
1504818,1506770,-1,BAA17934,
1506876,1507415,-1,BAA17935,
1507481,1508092,1,BAA17936,cob(I)alamin adenosyltransferase
1508171,1508386,-1,BAA17937,
1508482,1509768,-1,BAA17938,
1509990,1511174,1,BAA17939,NADH dehydrogenase subunit 7
1511217,1511621,1,BAA17940,
1511672,1511977,1,BAA17941,
1512016,1513125,1,BAA17942,
1513225,1514010,1,BAA17943,transposase
1514130,1515338,-1,BAA17944,pantothenate metabolism flavoprotein
1515351,1515602,-1,BAA17945,
1515669,1516424,-1,BAA17946,
1516659,1517171,-1,BAA17947,flavodoxin
1517576,1518604,-1,BAA17948,iron-stress chlorophyll-binding protein
1519114,1519953,1,BAA17949,
1520009,1521100,-1,BAA17950,
1521210,1522226,-1,BAA17951,UDP-glucose 4-epimerase
1522300,1522899,1,BAA17952,
1522990,1523310,1,BAA17953,
1523527,1523709,-1,BAA17954,phycobilisome degradation protein; NblA
1523796,1523984,-1,BAA17955,phycobilisome degradation protein; NblA
1524568,1525086,1,BAA17956,
1525205,1526182,1,BAA17957,
1526224,1527174,1,BAA17958,
1527171,1528421,-1,BAA17959,
1528472,1531261,-1,BAA17960,
1531264,1532286,-1,BAA17961,
1532301,1532957,-1,BAA17962,ABC transporter
1532944,1534548,-1,BAA17963,
1534548,1535579,-1,BAA17964,
1535654,1535923,-1,BAA17965,50S ribosomal protein L12 honologue
1536117,1537793,-1,BAA17966,
1537828,1538811,1,BAA17967,
1538916,1539158,1,BAA17968,
1539145,1539597,1,BAA17969,
1539677,1540516,1,BAA17970,prephenate dehydrogenase
1540650,1542284,1,BAA17971,cytochrome c oxidase subunit I
1542341,1542937,1,BAA17972,cytochrome c oxidase subunit III
1543036,1543701,1,BAA17973,
1543757,1544665,-1,BAA17974,
1544714,1546978,-1,BAA17975,catalase hpi
1547182,1548558,1,BAA17976,
1548873,1550738,1,BAA17977,acetohydroxy acid synthase
1550952,1552895,1,BAA17978,squalene-hopene-cyclase
1553601,1553960,-1,BAA17979,transposase
1553929,1554423,-1,BAA17980,transposase
1554417,1554776,-1,BAA17981,transposase
1555061,1555774,-1,BAA17982,transposase
1556037,1556438,1,BAA17983,
1556475,1558127,-1,BAA17984,acetolactate synthase
1558427,1558651,-1,BAA17985,
1559069,1559611,-1,BAA17986,thiol:disulfide interchange protein; TrxA
1559722,1560150,-1,BAA17987,
1560387,1561424,1,BAA17988,GlpX protein
1561693,1562118,1,BAA17989,transposase
1562007,1562423,1,BAA17990,transposase
1562468,1562842,1,BAA17991,cyanoglobin
1563115,1566900,1,BAA17992,hybrid sensory kinase
1566990,1568090,1,BAA17993,hybrid sensory kinase
1568317,1569423,1,BAA17994,regulatory components of sensory transduction system
1569588,1570019,1,BAA17995,
1570209,1571723,1,BAA17996,cell division protein; FtsY
1571731,1572615,1,BAA17997,
1572849,1575701,1,BAA17998,hybrid sensory kinase
1575924,1576592,-1,BAA17999,
1576765,1578552,1,BAA18000,
1578725,1579243,-1,BAA18001,adenine phosphoribosyltransferase
1579624,1580538,-1,BAA18002,
1580586,1580801,-1,BAA18003,resolvase
1580932,1581810,-1,BAA18004,P3 protein
1582206,1583198,1,BAA18005,
1583249,1584499,-1,BAA18006,protease; HhoB
1584613,1585083,-1,BAA18007,
1585209,1587062,-1,BAA18008,proline-tRNA ligase
1587231,1587827,1,BAA18009,
1587899,1589374,-1,BAA18010,
1589384,1590061,-1,BAA18011,global nitrogen regulator
1590134,1590382,-1,BAA18012,
1590496,1592364,1,BAA18013,
1592918,1594000,1,BAA18014,
1594119,1595288,1,BAA18015,
1595285,1596619,1,BAA18016,Na+-ATPase subunit J
1596795,1597841,1,BAA18017,PlsX protein
1598065,1598928,1,BAA18018,beta-ketoacyl-acyl carrier protein synthase III
1598972,1599538,-1,BAA18019,
1600659,1601783,1,BAA18020,
1601869,1602201,1,BAA18021,
1602482,1603405,-1,BAA18022,
1603437,1604159,-1,BAA18023,
1604293,1604463,1,BAA18024,
1604863,1606287,1,BAA18025,
1606361,1606645,1,BAA18026,
1607353,1607952,1,BAA18027,superoxide dismutase
1608232,1609320,1,BAA18028,3-isopropylmalate dehydrogenase
1609539,1609805,1,BAA18029,
1609826,1610749,1,BAA18030,"1,4-dihydroxy-2-naphtoic acid prenyltransferase"
1610727,1611464,1,BAA18031,HglK
1611574,1612629,1,BAA18032,
1612797,1614401,1,BAA18033,GTP-binding protein; HflX
1614572,1615648,1,BAA18034,transposase
1615869,1616528,1,BAA18035,transposase
1616904,1617419,1,BAA18036,transposase
1617376,1617813,-1,BAA18037,
1617806,1618096,-1,BAA18038,
1618127,1619653,-1,BAA18039,leucine aminopeptidase
1620037,1620222,1,BAA18040,
1620276,1620539,1,BAA18041,
1620973,1621881,1,BAA18042,polysialic acid transport protein; KpsM
1621978,1623093,1,BAA18043,polysialic acid transport ATP-binding protein; KpsT
1623130,1623648,-1,BAA18044,transposase
1623723,1624571,-1,BAA18045,transposase
1624628,1625095,-1,BAA18046,transposase
1625291,1625632,1,BAA18047,
1625622,1626095,1,BAA18048,
1626165,1626524,1,BAA18049,transposase
1626518,1627012,1,BAA18050,transposase
1626981,1628018,1,BAA18051,spore coat polysaccharide biosynthesis protein; SpsC
1628039,1629607,1,BAA18052,
1629604,1630434,1,BAA18053,spore coat polysaccharide biosynthesis protein; SpsA
1630460,1631005,1,BAA18054,
1631265,1632530,1,BAA18055,
1632538,1633374,1,BAA18056,
1633422,1634414,1,BAA18057,
1634411,1635058,1,BAA18058,
1635072,1635749,1,BAA18059,
1635746,1636702,1,BAA18060,D-isomer specific 2-hydroxyacid dehydrogenase family
1636705,1637454,1,BAA18061,short-chain alcohol dehydrogenase family
1637476,1638270,1,BAA18062,
1638381,1639247,1,BAA18063,
1639944,1640519,1,BAA18064,
1640786,1641238,1,BAA18065,
1641278,1642207,-1,BAA18066,
1642288,1643271,-1,BAA18067,porphobilinogen synthase
1643682,1644767,1,BAA18068,3-dehydroquinate synthase
1644905,1648090,1,BAA18069,cation or drug efflux system protein
1648681,1649439,-1,BAA18070,
1649441,1649914,-1,BAA18071,
1649907,1650443,-1,BAA18072,
1650889,1652358,1,BAA18073,
1652397,1653296,-1,BAA18074,protoporphyrinogen oxidase
1653402,1654664,1,BAA18075,hybrid sensory kinase
1654943,1655140,1,BAA18076,
1655289,1655672,-1,BAA18077,
1656043,1658325,1,BAA18078,(p)ppGpp 3'-pyrophosphohydrolase
1658511,1659788,-1,BAA18079,S-adenosylhomocysteine hydrolase
1660069,1660287,1,BAA18080,
1660277,1660711,1,BAA18081,
1660739,1661623,-1,BAA18082,
1661722,1662285,-1,BAA18083,
1662306,1663505,-1,BAA18084,Mannosyltransferase B
1663554,1664690,-1,BAA18085,hybrid sensory kinase
1664798,1666699,-1,BAA18086,hybrid sensory kinase
1666932,1668383,1,BAA18087,ATP synthase b subunit
1668444,1668941,1,BAA18088,ATP synthase e subunit
1669101,1670642,1,BAA18089,processing protease
1670650,1671864,1,BAA18090,beta ketoacyl-acyl carrier protein synthase
1672071,1673495,-1,BAA18091,hydrogenase large subunit
1673585,1674034,-1,BAA18092,
1674044,1674298,-1,BAA18093,
1674350,1674898,-1,BAA18094,hydrogenase small subunit
1674944,1675660,-1,BAA18095,hydrogenase subunit
1675687,1676325,-1,BAA18096,
1676366,1677967,-1,BAA18097,hydrogenase subunit
1678044,1678565,-1,BAA18098,potential NAD-reducing hydrogenase subunit
1679517,1679804,1,BAA18099,transposase
1680662,1682134,1,BAA18100,
1682001,1682327,-1,BAA18101,
1682870,1683529,-1,BAA18102,
1683583,1684260,-1,BAA18103,
1684497,1684691,1,BAA18104,
1684928,1685872,1,BAA18105,D-alanyl-D-alanine carboxypeptidase
1685899,1687218,1,BAA18106,
1687326,1687448,-1,BAA18107,photosystem I subunit IX
1687556,1688053,-1,BAA18108,photosystem I subunit III
1688213,1689259,1,BAA18109,putative glycoprotease
1689313,1689870,1,BAA18110,
1689948,1690934,1,BAA18111,dTDP-glucose 4-6-dehydratase
1691083,1691442,1,BAA18112,
1691493,1692332,-1,BAA18113,
1692332,1692559,-1,BAA18114,
1692627,1693538,-1,BAA18115,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase
1693546,1694661,-1,BAA18116,
1694717,1695511,-1,BAA18117,
1695886,1696797,-1,BAA18118,
1697011,1697913,-1,BAA18119,cytochrome c oxidase subunit II
1697993,1698766,1,BAA18120,
1698811,1699980,1,BAA18121,ceramide glucosyltransferase
1699970,1700431,-1,BAA18122,
1700893,1701135,1,BAA18123,NADH dehydrogenase subunit; NdhL
1701192,1701557,1,BAA18124,
1701615,1702118,1,BAA18125,
1702300,1702644,-1,BAA18126,
1702666,1703226,-1,BAA18127,
1703426,1704097,-1,BAA18128,
1704375,1705799,1,BAA18129,isochorismate synthase
1705868,1707223,1,BAA18130,
1707317,1708876,1,BAA18131,apolipoprotein N-acyltransferase
1708873,1709154,1,BAA18132,
1709232,1710668,1,BAA18133,glucosyltransferase
1710814,1711014,-1,BAA18134,transposase
1711093,1711659,-1,BAA18135,transposase
1712080,1712409,1,BAA18136,
1712564,1713256,-1,BAA18137,pentose-5-phosphate-3-epimerase
1713409,1716270,1,BAA18138,cation-transporting ATPase; E1-E2 ATPase
1716379,1716900,1,BAA18139,
1716932,1718293,-1,BAA18140,
1718310,1718789,-1,BAA18141,
1718820,1719263,-1,BAA18142,
1719356,1719541,-1,BAA18143,
1719644,1720576,-1,BAA18144,
1720640,1721125,-1,BAA18145,
1721350,1722006,-1,BAA18146,elongation factor TS
1722160,1722969,-1,BAA18147,30S ribosomal protein S2
1723452,1724570,1,BAA18148,H+/Ca2+ exchanger
1724597,1725178,-1,BAA18149,
1725431,1725925,-1,BAA18150,transposase
1725919,1726278,-1,BAA18151,transposase
1726697,1727299,1,BAA18152,
1727283,1727741,1,BAA18153,
1727770,1728306,1,BAA18154,
1729012,1730028,-1,BAA18155,transposase
1730166,1731206,-1,BAA18156,hemolysin
1731311,1732648,1,BAA18157,
1732809,1734323,1,BAA18158,
1734382,1737210,-1,BAA18159,polyA polymerase
1737338,1738117,-1,BAA18160,
1738184,1739035,1,BAA18161,
1739130,1740020,-1,BAA18162,
1740188,1740349,-1,BAA18163,
1740388,1740774,-1,BAA18164,
1740834,1742375,-1,BAA18165,pantothenate synthetase/cytidylate kinase
1742434,1743369,1,BAA18166,carbonic anhydrase
1743443,1744192,1,BAA18167,serine acetyltransferase
1744498,1746093,1,BAA18168,glucose-6-phosphate isomerase
1746308,1747363,1,BAA18169,fatty acid desaturase
1747520,1748893,-1,BAA18170,
1749146,1750510,1,BAA18171,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diamino-pimelate-D-alanyl-D-alanine ligase"
1750681,1751067,-1,BAA18172,cytochrome; CytM
1751311,1751829,-1,BAA18173,50S ribosomal protein L9
1751951,1752826,1,BAA18174,
1752891,1754501,-1,BAA18175,
1754634,1755152,1,BAA18176,
1755592,1755912,1,BAA18177,
1755982,1756584,1,BAA18178,
1756594,1757223,-1,BAA18179,acetyltransferase
1757284,1757514,-1,BAA18180,hydrogenase expression/formation protein; HypC
1757592,1758542,-1,BAA18181,cytochrome c oxidase folding protein
1758693,1759691,-1,BAA18182,
1759941,1762424,1,BAA18183,
1762454,1762879,-1,BAA18184,
1763340,1763624,-1,BAA18185,
1763726,1764838,1,BAA18186,
1764835,1766925,-1,BAA18187,
1767270,1768223,1,BAA18188,
1768291,1768695,1,BAA18189,
1768748,1770418,-1,BAA18190,GTP cyclohydrolase II
1770690,1771421,1,BAA18191,
1771458,1772243,-1,BAA18192,cyclase
1772457,1773203,-1,BAA18193,
1773346,1776150,1,BAA18194,
1776081,1776839,-1,BAA18195,
1776983,1777537,-1,BAA18196,CobN protein
1777729,1779981,1,BAA18197,hybrid sensory kinase
1780086,1780298,1,BAA18198,
1780484,1781005,1,BAA18199,
1781209,1782060,1,BAA18200,
1782057,1783355,-1,BAA18201,sensory transduction histidine kinase
1783442,1783672,-1,BAA18202,
1783855,1784934,1,BAA18203,
1784994,1785560,-1,BAA18204,
1785835,1788372,-1,BAA18205,
1788550,1789908,1,BAA18206,
1790235,1791359,-1,BAA18207,
1791417,1792676,-1,BAA18208,ornithine acetyltransferase
1792784,1793608,-1,BAA18209,
1793852,1795027,1,BAA18210,renin-binding protein
1795121,1795564,-1,BAA18211,
1795778,1797466,-1,BAA18212,
1797552,1798658,-1,BAA18213,ABC transporter
1798804,1799538,1,BAA18214,
1799608,1800483,1,BAA18215,
1800387,1801844,1,BAA18216,anthranilate synthase component I
1801787,1802680,1,BAA18217,
1802742,1804142,-1,BAA18218,oxygen independent coprophorphyrinogen III oxidase
1804403,1805155,-1,BAA18219,heme oxygenase
1805220,1806296,-1,BAA18220,phytochrome-regulated gene
1806871,1807236,-1,BAA18221,
1807333,1808724,-1,BAA18222,membrane bound protein; LytR
1808922,1810946,-1,BAA18223,sensory transduction histidine kinase
1811130,1811501,1,BAA18224,CheY subfamily
1811746,1813557,1,BAA18225,regulatory components of sensory transduction system
1813554,1814234,-1,BAA18226,ABC transporter
1814231,1815304,-1,BAA18227,"3-chlorobenzoate-3,4-dioxygenase"
1815454,1816371,1,BAA18228,30S ribosomal protein S1
1816855,1818762,-1,BAA18229,DNA primase
1818915,1819997,-1,BAA18230,photosystem II D1 protein
1820238,1820837,-1,BAA18231,
1820889,1821638,-1,BAA18232,
1821824,1822036,-1,BAA18233,
1822054,1822620,-1,BAA18234,
1822666,1823130,-1,BAA18235,
1823570,1823686,1,BAA18236,PetG subunit of the cytochrome b6f complex
1823968,1824732,-1,BAA18237,
1824953,1825468,-1,BAA18238,
1825558,1826226,1,BAA18239,precorrin isomerase
1826259,1826708,1,BAA18240,tymocyte protein cThy28kD
1826764,1826901,1,BAA18241,50S ribosomal protein L34
1826911,1827285,1,BAA18242,protein subunit of ribonuclease P
1827257,1827652,1,BAA18243,
1827753,1828907,1,BAA18244,inner membrane protein
1828997,1829491,1,BAA18245,
1829553,1830497,-1,BAA18246,
1830628,1831491,-1,BAA18247,extragenic suppressor; SuhB
1831561,1831929,-1,BAA18248,ferredoxin
1832360,1833169,1,BAA18249,
1833176,1833589,-1,BAA18250,
1833655,1834299,-1,BAA18251,
1834508,1835503,1,BAA18252,aspartate carbamoyltransferase
1835747,1836649,-1,BAA18253,
1836691,1838130,-1,BAA18254,
1838299,1839252,1,BAA18255,
1839259,1840491,-1,BAA18256,
1841056,1842690,-1,BAA18257,melibiose carrier protein
1842983,1843534,-1,BAA18258,
1843610,1844437,-1,BAA18259,
1844568,1845266,-1,BAA18260,catabolite gene activator protein
1845795,1846898,-1,BAA18261,GDP-mannose pyrophosphorylase
1846949,1848241,-1,BAA18262,
1848301,1848702,-1,BAA18263,cytochrome b6/f complex iron-sulfur subunit
1848799,1850550,-1,BAA18264,HlyD family of secretion proteins
1850707,1853742,-1,BAA18265,HlyB family
1854102,1855982,1,BAA18266,RNA polymerase gamma-subunit
1856070,1857917,-1,BAA18267,nodulation protein
1858047,1858604,1,BAA18268,
1858609,1859790,1,BAA18269,rod-shape-determining protein
1859816,1861372,1,BAA18270,gamma-glutamyltranspeptidase
1861469,1863049,1,BAA18271,
1863247,1863987,1,BAA18272,UDP-N-acetyl-D-mannosaminuronic acid transferase
1864239,1865003,1,BAA18273,
1865033,1865473,1,BAA18274,
1865658,1866761,1,BAA18275,membrane protein
1866843,1867697,1,BAA18276,
1867737,1868564,1,BAA18277,
1868645,1871002,1,BAA18278,general secretion pathway protein D
1871011,1871835,-1,BAA18279,
1871855,1872589,-1,BAA18280,
1872656,1873648,1,BAA18281,
1873698,1874846,-1,BAA18282,threonine synthase
1875129,1875491,1,BAA18283,NADH dehydrogenase subunit 3
1875563,1876309,1,BAA18284,NADH dehydrogenase subunit; NdhK
1876302,1876841,1,BAA18285,NADH dehydrogenase subunit I
1877208,1877567,1,BAA18286,transposase
1877582,1878055,1,BAA18287,transposase
1878099,1879682,-1,BAA18288,
1879983,1880699,-1,BAA18289,
1881917,1883311,1,BAA18290,sensory transduction histidine kinase
1883329,1884573,-1,BAA18291,penicillin-binding protein 4
1884739,1884927,1,BAA18292,
1885136,1886146,1,BAA18293,
1886153,1886737,1,BAA18294,
1887159,1888262,-1,BAA18295,
1888398,1888778,-1,BAA18296,
1888778,1889740,-1,BAA18297,
1889872,1890474,-1,BAA18298,3-isopropylmalate dehydratase
1890461,1892119,-1,BAA18299,CTP synthetase
1892478,1892825,-1,BAA18300,
1892918,1895425,1,BAA18301,nitrogen assimilation regulatory protein
1895520,1896599,-1,BAA18302,delta 15 desaturase
1896869,1897561,-1,BAA18303,pyridoxamine 5'-phosphate oxidase
1897570,1898412,1,BAA18304,
1898437,1899240,-1,BAA18305,
1899700,1901148,1,BAA18306,signal recognition particle protein
1901385,1901879,-1,BAA18307,transposase
1901873,1902232,-1,BAA18308,transposase
1902437,1903996,-1,BAA18309,PET112 protein
1904025,1905977,-1,BAA18310,penicillin-binding protein 1B
1906170,1907744,-1,BAA18311,
1907764,1908621,-1,BAA18312,hydrogenase isoenzymes formation protein; HypB
1908804,1909151,1,BAA18313,
1909190,1910095,1,BAA18314,
1910499,1911494,1,BAA18315,
1911570,1911785,-1,BAA18316,
1911896,1912786,-1,BAA18317,glutamine-binding protein
1912776,1914113,-1,BAA18318,
1914113,1914652,-1,BAA18319,
1914818,1915135,-1,BAA18320,30S ribosomal protein S10
1915274,1916473,-1,BAA18321,protein synthesis elongation factor Tu
1916533,1918608,-1,BAA18322,elongation factor EF-G
1918815,1919285,-1,BAA18323,30S ribosomal protein S7
1919436,1919816,-1,BAA18324,30S ribosomal protein S12
1919913,1920548,-1,BAA18325,
1920660,1921919,1,BAA18326,glycinamide ribonucleotide synthetase
1922124,1922738,1,BAA18327,
1922791,1923087,-1,BAA18328,ribose phosphate isomerase B
1923170,1923472,-1,BAA18329,transposase
1924251,1924850,1,BAA18330,
1924999,1925943,1,BAA18331,
1926030,1927700,1,BAA18332,
1927725,1928021,-1,BAA18333,
1928323,1930626,1,BAA18334,ribonucleotide reductase subunit alpha
1931139,1932311,1,BAA18335,sulfate adenylyltransferase
1932354,1933418,1,BAA18336,
1933468,1933854,-1,BAA18337,
1933854,1934060,-1,BAA18338,
1934307,1935386,-1,BAA18339,43 kD bacteriochlorophyll synthase subunit
1935912,1937069,1,BAA18340,glycerol dehydrogenase
1937086,1937397,1,BAA18341,
1937474,1938310,1,BAA18342,
1938429,1938782,1,BAA18343,
1938985,1939494,1,BAA18344,glutathione peroxidase
1939865,1940506,-1,BAA18345,
1940549,1942087,-1,BAA18346,sodium-coupled permease
1942234,1942701,-1,BAA18347,
1942923,1944314,1,BAA18348,
1944345,1944521,1,BAA18349,
1944586,1945374,1,BAA18350,
1945518,1947179,-1,BAA18351,glycerol-3-phosphate dehydrogenase
1947325,1948824,-1,BAA18352,"alpha,alpha-trehalose-phosphate synthase"
1949613,1952270,1,BAA18353,
1952323,1953810,1,BAA18354,glycerol kinase
1953791,1954615,1,BAA18355,rRNA methylase
1954721,1955071,1,BAA18356,
1955221,1955562,1,BAA18357,hydrogenase expression/formation protein; HypA
1955690,1956181,1,BAA18358,
1956260,1957486,1,BAA18359,
1957758,1958132,1,BAA18360,50S ribosomal protein L21
1958240,1958503,1,BAA18361,50S ribosomal protein L27
1958582,1959325,1,BAA18362,
1959436,1961079,-1,BAA18363,alpha-isopropylmalate synthase
1961439,1961600,1,BAA18364,ABC transporter
1961625,1961876,1,BAA18365,
1962366,1962545,1,BAA18366,
1962705,1965524,-1,BAA18367,
1965485,1965949,-1,BAA18368,
1966146,1969118,-1,BAA18369,delta-1-pyrroline-5-carboxylate dehydrogenase
1969468,1970430,1,BAA18370,
1970581,1970988,1,BAA18371,transposase
1970952,1971968,-1,BAA18372,transposase
1972154,1972549,1,BAA18373,transposase
1972609,1973061,1,BAA18374,transposase
1973611,1974765,-1,BAA18375,soluble hydrogenase 42 kD subunit
1975056,1975481,1,BAA18376,
1975575,1975874,-1,BAA18377,hydrogenase component
1976019,1976720,1,BAA18378,
1976799,1977965,-1,BAA18379,mannose-1-phosphate guanyltransferase
1978131,1979039,-1,BAA18380,succinyl-CoA synthetase
1979144,1980193,-1,BAA18381,
1980365,1981471,-1,BAA18382,hybrid sensory kinase
1982049,1982273,1,BAA18383,photosystem I subunit IV
1982308,1983171,1,BAA18384,formamidopyrimidine-DNA glycosylase
1983147,1983932,1,BAA18385,
1983982,1985658,1,BAA18386,NH(3)-dependent NAD(+) synthetase
1985874,1986872,1,BAA18387,
1987100,1988242,1,BAA18388,PatA subfamily
1988385,1988837,1,BAA18389,activator of photopigment and puc expression
1988834,1991266,-1,BAA18390,phenylalanyl-tRNA synthetase
1991550,1993274,1,BAA18391,eukariotic protein kinase
1993377,1994045,-1,BAA18392,NarL subfamily
1994147,1997251,-1,BAA18393,phosphoenolpyruvate carboxylase
1997993,1998451,1,BAA18394,
1998460,1999347,1,BAA18395,nicotinate-nucleotide pyrophosphorylase
1999477,2000730,1,BAA18396,
2000815,2002194,1,BAA18397,
2002241,2002894,-1,BAA18398,precorrin isomerase
2002891,2004465,-1,BAA18399,protease
2004626,2006095,1,BAA18400,zeta-carotene desaturase precursor
2006120,2006563,1,BAA18401,
2006824,2007807,1,BAA18402,aldehyde reductase
2007850,2008752,1,BAA18403,fructose-bisphosphate aldolase
2008874,2010004,-1,BAA18404,
2010218,2011369,1,BAA18405,
2011521,2012141,1,BAA18406,
2012231,2012626,1,BAA18407,arsenate reductase
2012781,2013485,1,BAA18408,OmpR subfamily
2013538,2014185,1,BAA18409,
2014182,2014787,-1,BAA18410,
2014908,2016818,-1,BAA18411,ABC transporter
2017104,2017964,1,BAA18412,high-affinity branched-chain amino acid transport permease protein
2017964,2018788,1,BAA18413,
2018851,2019237,-1,BAA18414,
2019253,2020344,-1,BAA18415,
2020349,2021035,-1,BAA18416,
2021252,2021944,1,BAA18417,
2022028,2023071,1,BAA18418,"fructose 1,6-bisphosphatase"
2023278,2024012,1,BAA18419,
2024264,2024476,1,BAA18420,
2024549,2024980,1,BAA18421,
2024993,2026147,1,BAA18422,
2026227,2026538,1,BAA18423,
2026675,2028126,1,BAA18424,cysteinyl-tRNA synthetase
2028157,2028744,-1,BAA18425,maf protein
2028832,2030421,1,BAA18426,
2030534,2030974,1,BAA18427,
2031001,2032473,-1,BAA18428,"lignostilbene-alpha,beta-dioxygenase"
2032601,2032891,1,BAA18429,
2032951,2034123,-1,BAA18430,dolichyl-phosphate-mannose synthase
2034102,2034803,1,BAA18431,inorganic pyrophosphatase
2035067,2035432,1,BAA18432,
2035474,2036850,1,BAA18433,
2036911,2038527,-1,BAA18434,beta-glucosidase
2038644,2039063,-1,BAA18435,
2039078,2039530,1,BAA18436,
2039541,2040161,1,BAA18437,
2040280,2041458,-1,BAA18438,molybdopterin biosynthesis MoeB protein
2041594,2041998,1,BAA18439,
2041999,2042982,1,BAA18440,
2043107,2043838,-1,BAA18441,galactosyl-1-phosphate transferase
2043938,2045074,-1,BAA18442,
2045078,2046364,-1,BAA18443,twitching mobility protein
2046961,2047335,1,BAA18444,
2047495,2048130,-1,BAA18445,
2048144,2048374,-1,BAA18446,
2048497,2049513,1,BAA18447,transposase
2049510,2050130,1,BAA18448,
2050496,2050819,1,BAA18449,
2050948,2051412,1,BAA18450,small protein
2051479,2053305,-1,BAA18451,
2053319,2054479,-1,BAA18452,
2054482,2057472,-1,BAA18453,
2057469,2060975,-1,BAA18454,
2061101,2062621,-1,BAA18455,
2062905,2065523,1,BAA18456,ClpB protein
2065509,2065808,-1,BAA18457,
2066001,2066999,-1,BAA18458,phosphoribulokinase
2067522,2068763,1,BAA18459,ferredoxin-NADP oxidoreductase
2068855,2069694,-1,BAA18460,
2070019,2070891,1,BAA18461,
2070975,2071382,1,BAA18462,photosystem II 11 kD protein
2071379,2072074,1,BAA18463,ribonuclease III
2072108,2072887,1,BAA18464,
2073161,2074603,1,BAA18465,
2074694,2074957,1,BAB61866,
2075381,2075971,1,BAA18466,
2075968,2076507,-1,BAA18467,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
2076547,2078340,-1,BAA18468,
2078366,2080120,-1,BAA18469,DNA repair protein; RecN
2080885,2082720,1,BAA18470,
2082864,2083916,-1,BAA18471,
2084575,2084760,1,BAA18472,
2085445,2085684,1,BAA18473,
2085826,2086110,1,BAB61867,
2086305,2087129,-1,BAA18474,photosystem II manganese-stabilizing polypeptide
2087356,2087733,1,BAA18475,
2088130,2088492,-1,BAA18476,
2088680,2090023,1,BAA18477,3-phosphoshikimate 1-carboxyvinyltransferase
2090026,2091630,-1,BAA18478,
2091711,2092178,-1,BAA18479,
2092519,2093508,-1,BAA18480,asparaginase
2093629,2094924,-1,BAA18481,adenylosuccinate lyase
2095034,2095666,1,BAA18482,
2095723,2096040,-1,BAA18483,urease beta subunit
2096076,2096540,-1,BAA18484,
2096618,2097574,-1,BAA18485,sterol-C-methyltransferase
2097643,2098602,1,BAA18486,DNA polymerase III subunit
2098921,2100261,1,BAA18487,negative aliphatic amidase regulator
2100463,2101980,1,BAA18488,sms protein
2101977,2102567,-1,BAA18489,
2102769,2104391,-1,BAA18490,Na+/H+ exchanger
2104439,2104912,-1,BAA18491,
